station,channel,pga_gal,pgv_cm_s,pgd_cm,arias_intensity_m_s,significant_duration_d5_95_s,qc_valid,qc_score
PLJI | 2026-02-05 18:04:37 UTC,HNZ,2.819572929353473,0.3555033302019525,0.07881964979683333,0.000604862209407868,82.91046400720286,True,70
JUII | 2026-02-05 18:04:37 UTC,HNE,15.902464442426195,1.2954388765227876,0.26081793178586066,0.004656257995998713,33.121381660241155,True,70
JUII | 2026-02-05 18:04:37 UTC,HNN,13.966449647246575,0.9970090210947934,0.17732188848957545,0.0038722718756692403,37.86161008002969,True,70
JUII | 2026-02-05 18:04:37 UTC,HNZ,6.399180426752066,0.4631071739358641,0.11007837225532938,0.0014152831376070408,62.430270153908054,True,70
MLJI | 2026-02-05 18:04:38 UTC,HNE,5.253965890494143,0.7498371660249773,0.17430594601555602,0.0011710349161294575,41.091892705332754,True,70
MLJI | 2026-02-05 18:04:38 UTC,HNN,9.334131859209908,1.1497613186914966,0.32601033136918983,0.001730301855562597,36.9675882678614,True,70
MLJI | 2026-02-05 18:04:38 UTC,HNZ,4.765664947333888,0.4213642945105056,0.07315974291166703,0.000781291411715437,51.32341625916848,True,70
TKJN | 2026-02-05 18:04:38 UTC,HNE,36.84924124995889,2.786347131452194,0.31142441052003994,0.008641783777799414,23.721611607509573,True,70
TKJN | 2026-02-05 18:04:38 UTC,HNN,37.4163117964918,2.1186594867661297,0.2903939607978895,0.00905597645939499,21.64845758056032,True,70
TKJN | 2026-02-05 18:04:38 UTC,HNZ,8.626818264688051,0.9081415744516452,0.17863044567678735,0.002182662431910794,48.25459307613826,True,70
KMJR | 2026-02-05 18:04:40 UTC,HNE,9.809271212614268,0.7771376123677832,0.09996552698006535,0.0035987686600621473,30.11021548415576,True,70
KMJR | 2026-02-05 18:04:40 UTC,HNN,11.756762743241326,0.9345377664515745,0.10976492876210543,0.004127636427339454,32.03961599601615,True,70
KMJR | 2026-02-05 18:04:40 UTC,HNZ,3.9455735997673087,0.3304884966996785,0.026909092477469896,0.00043593030636572896,37.78500932821193,True,70
MCJN | 2026-02-05 18:04:41 UTC,ACE,9.951915729707354,0.6296358567896586,0.08923385682357966,0.003745824943560796,37.69969051930809,True,70
MCJN | 2026-02-05 18:04:41 UTC,ACN,11.583346173318066,0.9148981137349003,0.10654141446739286,0.004997893088528986,33.50352182336118,True,70
MCJN | 2026-02-05 18:04:41 UTC,ACZ,4.418395261325019,0.29835084866762707,0.0537830781114845,0.000751080274853896,59.21231240688839,True,70
JTJN | 2026-02-05 18:04:41 UTC,ACE,3.657424340517491,0.2605188278502306,0.09643103210278374,0.0006273693623521989,64.1323943171067,True,70
JTJN | 2026-02-05 18:04:41 UTC,ACN,3.6601419171008573,0.3100156179778634,0.07137065740858511,0.0007068864046256926,60.24345514317338,True,70
JTJN | 2026-02-05 18:04:41 UTC,ACZ,2.097199201382538,0.19767889914935594,0.046902383558626894,0.00015269992584272625,84.00183295481058,True,70
BBJM | 2026-02-05 18:04:41 UTC,HNE,2.297791155503201,0.2470451582438983,0.06079577161203199,0.0002587655645154622,78.36842953912193,True,70
BBJM | 2026-02-05 18:04:41 UTC,HNN,2.592874461138267,0.2649307963225155,0.05476483461844745,0.0002984045583974653,83.57121578377502,True,70
BBJM | 2026-02-05 18:04:41 UTC,HNZ,2.24973456902387,0.21900290052199517,0.05198806881572457,0.00019502831376577742,81.16736139732913,True,70
OTJN | 2026-02-05 18:04:41 UTC,ACE,3.4152244708642474,0.44709495586103715,0.11974179997311582,0.0006832516461019485,84.57406680879578,True,70
OTJN | 2026-02-05 18:04:41 UTC,ACN,3.2140889735782774,0.459997952731469,0.11881652990868119,0.0006663653213524572,85.86301446449787,True,70
OTJN | 2026-02-05 18:04:41 UTC,ACZ,1.2652663874103955,0.2618358353842821,0.08541373966579409,0.00018625765216224598,92.56072379173638,True,70
GGJM | 2026-02-05 18:04:42 UTC,HNE,4.086938839696984,0.669525600258216,0.1551268196889558,0.0011130701153537067,87.51020323090549,True,70
GGJM | 2026-02-05 18:04:42 UTC,HNN,3.940044468271776,0.3656248407627198,0.13182536546926643,0.0009645187192643161,92.64982589627635,True,70
GGJM | 2026-02-05 18:04:42 UTC,HNZ,1.8923458083289193,0.2408196559675821,0.07759114273028613,0.0002484269606452052,169.24389529798657,True,70
JWJM | 2026-02-05 18:04:42 UTC,HNE,3.4887777466401975,0.28600401770923123,0.06619523079484117,0.00040659730286069336,80.10413509046145,True,70
JWJM | 2026-02-05 18:04:42 UTC,HNN,3.8954311746877677,0.26106273941156155,0.062138380413943255,0.0006580411362973907,78.80193003671081,True,70
JWJM | 2026-02-05 18:04:42 UTC,HNZ,1.4517656145615578,0.18836311347361012,0.05808490004315716,0.00019227173503363177,91.1194885925062,True,70
